País,Puntuación,Fecha
Guinea Ecuatorial,1268.43,30-11-2023
Haití,1262.5,30-11-2023
Curazao,1262.48,30-11-2023
Siria,1245.27,30-11-2023
Uganda,1245.08,30-11-2023
Armenia,1237.15,30-11-2023
Vietnam,1235.58,30-11-2023
Bielorrusia,1232.8,30-11-2023
Trinidad y Tobago,1228.05,30-11-2023
Benín,1225.1,30-11-2023
República Kirguisa,1224.14,30-11-2023
Palestina,1217.6,30-11-2023
Kazajstán,1215.16,30-11-2023
Kosovo,1202.77,30-11-2023
India,1200.8,30-11-2023
Guinea-Bissáu,1197.83,30-11-2023
Nueva Zelanda,1197.47,30-11-2023
Mauritania,1195.25,30-11-2023
Tayikistán,1195.07,30-11-2023
Líbano,1192.58,30-11-2023
Guatemala,1189.98,30-11-2023
Madagascar,1187.63,30-11-2023
Kenia,1181.92,30-11-2023
Mozambique,1180.72,30-11-2023
Congo,1179.8,30-11-2023
Tailandia,1176.75,30-11-2023
Azerbaiyán,1174.22,30-11-2023
Namibia,1168.38,30-11-2023
RDP de Corea,1168.12,30-11-2023
Angola,1168.05,30-11-2023
Togo,1165.74,30-11-2023
Comoras,1156.45,30-11-2023
Libia,1155.23,30-11-2023
Tanzania,1155.19,30-11-2023
Estonia,1149.7,30-11-2023
Malaui,1149.4,30-11-2023
Zimbabue,1144.56,30-11-2023
Chipre,1143.42,30-11-2023
Gambia,1140.06,30-11-2023
Sierra Leona,1138.53,30-11-2023
Sudán,1128.74,30-11-2023
Níger,1127.75,30-11-2023
Malasia,1122.87,30-11-2023
República Centroafricana,1121.34,30-11-2023
Islas Salomón,1112.2,30-11-2023
Ruanda,1107.04,30-11-2023
Nicaragua,1104.26,30-11-2023
Islas Feroe,1102.1,30-11-2023
Kuwait,1098.07,30-11-2023
Letonia,1097.84,30-11-2023
Lituania,1086.93,30-11-2023
Burundi,1086.62,30-11-2023
Filipinas,1086.17,30-11-2023
Turkmenistán,1078.25,30-11-2023
Antigua y Barbuda,1072.66,30-11-2023
Surinam,1071.85,30-11-2023
Etiopía,1068.79,30-11-2023
Botsuana,1064.5,30-11-2023
Indonesia,1064.01,30-11-2023
San Cristóbal y Nieves,1057.05,30-11-2023
Lesoto,1047.27,30-11-2023
Esuatini,1045.88,30-11-2023
"Hong Kong, China",1042.93,30-11-2023
República Dominicana,1040.77,30-11-2023
Yemen,1027.94,30-11-2023
Liberia,1024.11,30-11-2023
Chinese Taipei,1023.93,30-11-2023
Moldavia,1022.6,30-11-2023
Singapur,1020.5,30-11-2023
Guyana,1018.14,30-11-2023
Afganistán,1017.68,30-11-2023
Puerto Rico,1007.19,30-11-2023
Nueva Caledonia,1004.76,30-11-2023
Maldivas,1003.48,30-11-2023
Myanmar,1000.46,30-11-2023
Andorra,998.0,30-11-2023
Tahití,994.97,30-11-2023
Papúa Nueva Guinea,991.01,30-11-2023
Sudán del Sur,989.29,30-11-2023
Santa Lucía,988.67,30-11-2023
Vanuatu,985.26,30-11-2023
Cuba,980.65,30-11-2023
Fiyi,980.62,30-11-2023
Bermudas,972.36,30-11-2023
Malta,967.29,30-11-2023
San Vicente y las Granadinas,953.47,30-11-2023
Granada,950.99,30-11-2023
Nepal,948.05,30-11-2023
Montserrat,946.08,30-11-2023
Mauricio,944.95,30-11-2023
Barbados,943.8,30-11-2023
Camboya,931.47,30-11-2023
Dominica,922.25,30-11-2023
Chad,920.37,30-11-2023
Belice,918.68,30-11-2023
Bangladesh,916.75,30-11-2023
Bután,913.02,30-11-2023
Islas Cook,901.9,30-11-2023
Macao,896.62,30-11-2023
Samoa,896.28,30-11-2023
Samoa Estadounidense,893.67,30-11-2023
Laos,889.62,30-11-2023
Mongolia,889.16,30-11-2023
Santo Tomé y Príncipe,888.94,30-11-2023
Yibuti,881.18,30-11-2023
Aruba,879.32,30-11-2023
Brunéi Darussalam,870.63,30-11-2023
Pakistán,856.54,30-11-2023
Tonga,853.49,30-11-2023
Islas Caimán,851.19,30-11-2023
Somalia,845.66,30-11-2023
Seychelles,845.53,30-11-2023
Timor Oriental,843.4,30-11-2023
Gibraltar,840.8,30-11-2023
Bahamas,835.81,30-11-2023
Liechtenstein,833.01,30-11-2023
Sri Lanka,822.03,30-11-2023
Guam,821.91,30-11-2023
Turcas y Caicos,818.57,30-11-2023
Islas Vírgenes Británicas,807.57,30-11-2023
Islas Vírgenes Estadounidenses,796.78,30-11-2023
Anguila,785.69,30-11-2023
San Marino,741.61,30-11-2023
Argentina,1861.29,26-10-2023
Francia,1853.11,26-10-2023
Brasil,1812.2,26-10-2023
Inglaterra,1807.88,26-10-2023
Bélgica,1793.71,26-10-2023
Portugal,1739.83,26-10-2023
Países Bajos,1739.26,26-10-2023
España,1725.97,26-10-2023
Italia,1717.81,26-10-2023
Croacia,1711.88,26-10-2023
EEUU,1675.89,26-10-2023
México,1663.94,26-10-2023
Marruecos,1658.49,26-10-2023
Suiza,1645.38,26-10-2023
Uruguay,1643.72,26-10-2023
Alemania,1643.49,26-10-2023
Colombia,1626.6,26-10-2023
Japón,1612.99,26-10-2023
Dinamarca,1612.15,26-10-2023
Senegal,1600.82,26-10-2023
RI de Irán,1567.3,26-10-2023
Ucrania,1549.33,26-10-2023
Suecia,1545.76,26-10-2023
República de Corea,1540.35,26-10-2023
Austria,1535.41,26-10-2023
Perú,1532.57,26-10-2023
Australia,1531.25,26-10-2023
Gales,1528.69,26-10-2023
Serbia,1525.4,26-10-2023
Hungría,1521.9,26-10-2023
Polonia,1519.28,26-10-2023
Túnez,1516.14,26-10-2023
Argelia,1512.9,26-10-2023
Escocia,1512.34,26-10-2023
Egipto,1511.95,26-10-2023
Ecuador,1508.31,26-10-2023
Chile,1503.81,26-10-2023
Turquía,1498.5,26-10-2023
Rusia,1497.63,26-10-2023
Nigeria,1490.48,26-10-2023
República Checa,1489.72,26-10-2023
Noruega,1469.56,26-10-2023
Camerún,1466.98,26-10-2023
Panamá,1461.09,26-10-2023
Canadá,1454.95,26-10-2023
Costa Rica,1452.1,26-10-2023
Mali,1449.75,26-10-2023
Rumanía,1446.52,26-10-2023
Venezuela,1445.67,26-10-2023
Eslovaquia,1445.34,26-10-2023
Grecia,1442.96,26-10-2023
Costa de Marfil,1439.17,26-10-2023
Paraguay,1436.96,26-10-2023
Eslovenia,1428.1,26-10-2023
Jamaica,1421.39,26-10-2023
Burkina Faso,1410.59,26-10-2023
Arabia Saudí,1408.85,26-10-2023
República de Irlanda,1406.94,26-10-2023
Albania,1396.83,26-10-2023
Ghana,1394.74,26-10-2023
Qatar,1394.16,26-10-2023
Finlandia,1388.46,26-10-2023
Bosnia y Herzegovina,1368.3,26-10-2023
Sudáfrica,1366.35,26-10-2023
RD del Congo,1366.18,26-10-2023
Macedonia del Norte,1358.41,26-10-2023
Islandia,1353.17,26-10-2023
Irak,1349.73,26-10-2023
Emiratos Árabes Unidos,1348.87,26-10-2023
Montenegro,1344.3,26-10-2023
Israel,1336.34,26-10-2023
Omán,1334.37,26-10-2023
Uzbekistán,1333.09,26-10-2023
Cabo Verde,1326.93,26-10-2023
Irlanda del Norte,1325.06,26-10-2023
Georgia,1312.14,26-10-2023
El Salvador,1307.0,26-10-2023
Honduras,1305.07,26-10-2023
RP China,1296.99,26-10-2023
Guinea,1296.89,26-10-2023
Zambia,1291.34,26-10-2023
Jordania,1284.39,26-10-2023
Bahréin,1281.46,26-10-2023
Bulgaria,1279.12,26-10-2023
Bolivia,1271.09,26-10-2023
Gabón,1270.8,26-10-2023
Luxemburgo,1266.67,26-10-2023
Haití,1262.5,26-10-2023
Curazao,1261.62,26-10-2023
Uganda,1251.94,26-10-2023
Guinea Ecuatorial,1250.46,26-10-2023
Siria,1239.37,26-10-2023
Benín,1238.89,26-10-2023
Vietnam,1236.25,26-10-2023
Armenia,1234.25,26-10-2023
Palestina,1224.05,26-10-2023
República Kirguisa,1224.03,26-10-2023
Kazajstán,1219.65,26-10-2023
Trinidad y Tobago,1217.43,26-10-2023
Bielorrusia,1212.52,26-10-2023
Mauritania,1208.99,26-10-2023
India,1198.84,26-10-2023
Nueva Zelanda,1198.41,26-10-2023
Líbano,1198.25,26-10-2023
Kosovo,1190.74,26-10-2023
Congo,1189.9,26-10-2023
Guatemala,1188.93,26-10-2023
Madagascar,1188.57,26-10-2023
Tayikistán,1187.23,26-10-2023
Kenia,1186.85,26-10-2023
Guinea-Bissáu,1186.85,26-10-2023
Tailandia,1177.15,26-10-2023
Mozambique,1176.58,26-10-2023
Namibia,1172.41,26-10-2023
RDP de Corea,1169.96,26-10-2023
Angola,1169.64,26-10-2023
Gambia,1160.55,26-10-2023
Estonia,1159.33,26-10-2023
Togo,1158.24,26-10-2023
Azerbaiyán,1155.91,26-10-2023
Tanzania,1146.46,26-10-2023
Sierra Leona,1145.12,26-10-2023
Malaui,1144.29,26-10-2023
Chipre,1141.27,26-10-2023
Zimbabue,1138.56,26-10-2023
Libia,1137.64,26-10-2023
República Centroafricana,1126.72,26-10-2023
Comoras,1125.57,26-10-2023
Níger,1122.81,26-10-2023
Sudán,1109.22,26-10-2023
Islas Salomón,1107.61,26-10-2023
Letonia,1101.7,26-10-2023
Nicaragua,1099.7,26-10-2023
Lituania,1098.48,26-10-2023
Islas Feroe,1097.66,26-10-2023
Kuwait,1097.05,26-10-2023
Malasia,1096.72,26-10-2023
Filipinas,1095.94,26-10-2023
Antigua y Barbuda,1090.07,26-10-2023
Ruanda,1087.03,26-10-2023
Turkmenistán,1086.12,26-10-2023
Burundi,1080.43,26-10-2023
Etiopía,1072.54,26-10-2023
Surinam,1071.85,26-10-2023
Indonesia,1069.82,26-10-2023
Esuatini,1063.13,26-10-2023
San Cristóbal y Nieves,1058.06,26-10-2023
Botsuana,1055.85,26-10-2023
República Dominicana,1049.03,26-10-2023
"Hong Kong, China",1045.01,26-10-2023
Liberia,1041.5,26-10-2023
Chinese Taipei,1040.7,26-10-2023
Lesoto,1034.18,26-10-2023
Afganistán,1033.8,26-10-2023
Singapur,1032.89,26-10-2023
Yemen,1023.59,26-10-2023
Moldavia,1018.45,26-10-2023
Myanmar,1011.73,26-10-2023
Andorra,1011.68,26-10-2023
Guyana,1009.62,26-10-2023
Maldivas,1003.48,26-10-2023
Nueva Caledonia,999.02,26-10-2023
Tahití,995.11,26-10-2023
Puerto Rico,993.05,26-10-2023
Papúa Nueva Guinea,991.04,26-10-2023
Santa Lucía,987.66,26-10-2023
Sudán del Sur,986.56,26-10-2023
Vanuatu,985.23,26-10-2023
Cuba,981.87,26-10-2023
Fiyi,980.48,26-10-2023
Malta,968.25,26-10-2023
Bermudas,965.02,26-10-2023
Nepal,963.82,26-10-2023
Barbados,956.99,26-10-2023
San Vicente y las Granadinas,953.6,26-10-2023
Granada,950.99,26-10-2023
Mauricio,942.64,26-10-2023
Camboya,931.47,26-10-2023
Chad,930.22,26-10-2023
Montserrat,929.2,26-10-2023
Belice,925.89,26-10-2023
Bután,913.02,26-10-2023
Bangladesh,912.6,26-10-2023
Dominica,909.92,26-10-2023
Islas Cook,899.33,26-10-2023
Santo Tomé y Príncipe,897.69,26-10-2023
Macao,896.62,26-10-2023
Laos,889.62,26-10-2023
Yibuti,889.2,26-10-2023
Mongolia,889.16,26-10-2023
Brunéi Darussalam,870.63,26-10-2023
Aruba,865.4,26-10-2023
Pakistán,864.84,26-10-2023
Islas Caimán,858.5,26-10-2023
Seychelles,853.5,26-10-2023
Somalia,852.06,26-10-2023
Timor Oriental,843.4,26-10-2023
Gibraltar,842.07,26-10-2023
Bahamas,841.06,26-10-2023
Liechtenstein,837.61,26-10-2023
Turcas y Caicos,824.77,26-10-2023
Sri Lanka,822.03,26-10-2023
Guam,821.91,26-10-2023
Islas Vírgenes Británicas,813.7,26-10-2023
Islas Vírgenes Estadounidenses,803.4,26-10-2023
Anguila,785.69,26-10-2023
San Marino,746.98,26-10-2023
Argentina,1851.41,21-09-2023
Francia,1840.76,21-09-2023
Brasil,1837.61,21-09-2023
Inglaterra,1794.34,21-09-2023
Bélgica,1792.64,21-09-2023
Croacia,1747.83,21-09-2023
Países Bajos,1743.15,21-09-2023
Portugal,1728.58,21-09-2023
Italia,1727.37,21-09-2023
España,1710.72,21-09-2023
EEUU,1678.71,21-09-2023
México,1661.46,21-09-2023
Marruecos,1658.32,21-09-2023
Suiza,1654.11,21-09-2023
Alemania,1637.9,21-09-2023
Colombia,1629.6,21-09-2023
Uruguay,1626.51,21-09-2023
Dinamarca,1606.84,21-09-2023
Japón,1605.2,21-09-2023
Senegal,1597.01,21-09-2023
RI de Irán,1561.26,21-09-2023
Perú,1551.91,21-09-2023
Suecia,1538.84,21-09-2023
Ucrania,1538.42,21-09-2023
Austria,1537.36,21-09-2023
República de Corea,1533.01,21-09-2023
Australia,1531.72,21-09-2023
Serbia,1529.49,21-09-2023
Túnez,1525.23,21-09-2023
Polonia,1524.61,21-09-2023
Escocia,1522.67,21-09-2023
Hungría,1517.73,21-09-2023
Gales,1510.52,21-09-2023
Argelia,1509.5,21-09-2023
Egipto,1508.93,21-09-2023
Chile,1504.75,21-09-2023
República Checa,1500.44,21-09-2023
Ecuador,1497.66,21-09-2023
Rusia,1495.53,21-09-2023
Nigeria,1488.86,21-09-2023
Camerún,1475.6,21-09-2023
Turquía,1475.4,21-09-2023
Noruega,1470.88,21-09-2023
Canadá,1458.58,21-09-2023
Panamá,1452.25,21-09-2023
Costa Rica,1452.1,21-09-2023
Rumanía,1448.02,21-09-2023
Eslovaquia,1442.84,21-09-2023
Mali,1441.72,21-09-2023
Costa de Marfil,1437.89,21-09-2023
Grecia,1437.26,21-09-2023
Paraguay,1432.08,21-09-2023
Venezuela,1422.83,21-09-2023
Finlandia,1418.43,21-09-2023
República de Irlanda,1416.32,21-09-2023
Jamaica,1413.73,21-09-2023
Arabia Saudí,1412.82,21-09-2023
Burkina Faso,1408.87,21-09-2023
Eslovenia,1404.72,21-09-2023
Ghana,1400.0,21-09-2023
Qatar,1395.57,21-09-2023
Albania,1377.47,21-09-2023
Bosnia y Herzegovina,1370.37,21-09-2023
RD del Congo,1369.59,21-09-2023
Sudáfrica,1368.25,21-09-2023
Macedonia del Norte,1362.95,21-09-2023
Islandia,1351.93,21-09-2023
Montenegro,1349.34,21-09-2023
Irak,1347.38,21-09-2023
Emiratos Árabes Unidos,1342.43,21-09-2023
Cabo Verde,1337.29,21-09-2023
Israel,1336.34,21-09-2023
Omán,1334.37,21-09-2023
Irlanda del Norte,1333.2,21-09-2023
Uzbekistán,1328.35,21-09-2023
El Salvador,1307.0,21-09-2023
Honduras,1305.78,21-09-2023
Bulgaria,1300.74,21-09-2023
Georgia,1299.32,21-09-2023
RP China,1297.25,21-09-2023
Guinea,1293.11,21-09-2023
Zambia,1289.63,21-09-2023
Bolivia,1287.86,21-09-2023
Jordania,1286.36,21-09-2023
Luxemburgo,1273.55,21-09-2023
Bahréin,1273.54,21-09-2023
Haití,1270.76,21-09-2023
Gabón,1270.55,21-09-2023
Uganda,1259.97,21-09-2023
Curazao,1259.4,21-09-2023
Armenia,1254.47,21-09-2023
Guinea Ecuatorial,1248.98,21-09-2023
Siria,1245.81,21-09-2023
Benín,1245.44,21-09-2023
Vietnam,1243.14,21-09-2023
República Kirguisa,1228.6,21-09-2023
Palestina,1224.05,21-09-2023
Trinidad y Tobago,1217.24,21-09-2023
Mauritania,1207.39,21-09-2023
Kazajstán,1206.94,21-09-2023
Líbano,1205.56,21-09-2023
India,1204.88,21-09-2023
Guatemala,1200.18,21-09-2023
Nueva Zelanda,1199.04,21-09-2023
Bielorrusia,1198.22,21-09-2023
Guinea-Bissáu,1190.88,21-09-2023
Congo,1189.9,21-09-2023
Madagascar,1187.8,21-09-2023
Kenia,1184.14,21-09-2023
Tayikistán,1183.01,21-09-2023
Kosovo,1181.91,21-09-2023
Tailandia,1181.21,21-09-2023
Mozambique,1179.03,21-09-2023
Namibia,1172.41,21-09-2023
Estonia,1172.25,21-09-2023
RDP de Corea,1169.96,21-09-2023
Angola,1167.7,21-09-2023
Gambia,1160.55,21-09-2023
Togo,1158.24,21-09-2023
Chipre,1155.95,21-09-2023
Azerbaiyán,1147.69,21-09-2023
Tanzania,1146.46,21-09-2023
Malaui,1144.29,21-09-2023
Sierra Leona,1144.16,21-09-2023
Zimbabue,1138.56,21-09-2023
Libia,1133.6,21-09-2023
República Centroafricana,1126.72,21-09-2023
Níger,1120.01,21-09-2023
Comoras,1118.62,21-09-2023
Sudán,1109.22,21-09-2023
Islas Feroe,1106.52,21-09-2023
Filipinas,1099.29,21-09-2023
Islas Salomón,1097.61,21-09-2023
Malasia,1094.9,21-09-2023
Kuwait,1093.38,21-09-2023
Letonia,1089.99,21-09-2023
Antigua y Barbuda,1089.3,21-09-2023
Nicaragua,1089.02,21-09-2023
Ruanda,1087.03,21-09-2023
Turkmenistán,1086.12,21-09-2023
Burundi,1080.43,21-09-2023
Etiopía,1072.54,21-09-2023
Lituania,1072.21,21-09-2023
Esuatini,1065.69,21-09-2023
Surinam,1063.06,21-09-2023
San Cristóbal y Nieves,1058.06,21-09-2023
Indonesia,1052.87,21-09-2023
"Hong Kong, China",1052.26,21-09-2023
Botsuana,1050.69,21-09-2023
Liberia,1047.85,21-09-2023
República Dominicana,1036.11,21-09-2023
Lesoto,1034.18,21-09-2023
Andorra,1024.58,21-09-2023
Chinese Taipei,1023.66,21-09-2023
Maldivas,1021.85,21-09-2023
Yemen,1020.37,21-09-2023
Singapur,1016.47,21-09-2023
Afganistán,1014.25,21-09-2023
Moldavia,1010.1,21-09-2023
Puerto Rico,1008.23,21-09-2023
Myanmar,1004.46,21-09-2023
Papúa Nueva Guinea,1003.28,21-09-2023
Nueva Caledonia,995.58,21-09-2023
Tahití,995.11,21-09-2023
Guyana,994.45,21-09-2023
Santa Lucía,987.66,21-09-2023
Sudán del Sur,986.56,21-09-2023
Vanuatu,986.44,21-09-2023
Cuba,981.15,21-09-2023
Fiyi,980.48,21-09-2023
Malta,972.02,21-09-2023
Barbados,969.91,21-09-2023
Granada,959.17,21-09-2023
Bermudas,958.48,21-09-2023
Nepal,953.85,21-09-2023
San Vicente y las Granadinas,953.6,21-09-2023
Camboya,948.64,21-09-2023
Mauricio,942.64,21-09-2023
Montserrat,939.88,21-09-2023
Belice,932.44,21-09-2023
Chad,930.22,21-09-2023
Dominica,911.33,21-09-2023
Mongolia,908.71,21-09-2023
Bután,905.78,21-09-2023
Macao,903.89,21-09-2023
Laos,899.58,21-09-2023
Islas Cook,899.33,21-09-2023
Santo Tomé y Príncipe,897.69,21-09-2023
Bangladesh,894.23,21-09-2023
Yibuti,889.2,21-09-2023
Brunéi Darussalam,887.58,21-09-2023
Timor Oriental,860.45,21-09-2023
Aruba,858.5,21-09-2023
Somalia,854.72,21-09-2023
Seychelles,853.5,21-09-2023
Islas Caimán,851.59,21-09-2023
Pakistán,847.67,21-09-2023
Gibraltar,845.4,21-09-2023
Liechtenstein,843.63,21-09-2023
Bahamas,841.84,21-09-2023
Guam,838.33,21-09-2023
Sri Lanka,825.25,21-09-2023
Turcas y Caicos,824.93,21-09-2023
Islas Vírgenes Estadounidenses,817.21,21-09-2023
Islas Vírgenes Británicas,812.12,21-09-2023
Anguila,785.69,21-09-2023
San Marino,750.27,21-09-2023
Argentina,1843.73,20-07-2023
Francia,1843.54,20-07-2023
Brasil,1828.27,20-07-2023
Inglaterra,1797.39,20-07-2023
Bélgica,1788.55,20-07-2023
Croacia,1742.55,20-07-2023
Países Bajos,1731.23,20-07-2023
Italia,1726.58,20-07-2023
Portugal,1718.25,20-07-2023
España,1703.45,20-07-2023
EEUU,1674.48,20-07-2023
México,1665.59,20-07-2023
Suiza,1661.12,20-07-2023
Marruecos,1655.5,20-07-2023
Alemania,1636.32,20-07-2023
Uruguay,1633.13,20-07-2023
Colombia,1624.91,20-07-2023
Senegal,1612.61,20-07-2023
Dinamarca,1597.37,20-07-2023
Japón,1595.96,20-07-2023
Perú,1561.2,20-07-2023
RI de Irán,1556.59,20-07-2023
Suecia,1547.11,20-07-2023
Ucrania,1541.25,20-07-2023
Serbia,1539.03,20-07-2023
Polonia,1536.99,20-07-2023
Australia,1530.45,20-07-2023
República de Corea,1529.3,20-07-2023
Austria,1528.06,20-07-2023
Escocia,1520.24,20-07-2023
Túnez,1516.66,20-07-2023
Chile,1511.31,20-07-2023
Argelia,1511.23,20-07-2023
Egipto,1509.89,20-07-2023
Gales,1506.04,20-07-2023
Hungría,1504.57,20-07-2023
República Checa,1503.69,20-07-2023
Rusia,1495.53,20-07-2023
Nigeria,1486.48,20-07-2023
Ecuador,1486.47,20-07-2023
Turquía,1484.47,20-07-2023
Camerún,1470.97,20-07-2023
Canadá,1458.58,20-07-2023
Noruega,1458.47,20-07-2023
Panamá,1453.94,20-07-2023
Costa Rica,1453.56,20-07-2023
Eslovaquia,1447.05,20-07-2023
Rumanía,1443.98,20-07-2023
Paraguay,1442.64,20-07-2023
Grecia,1441.06,20-07-2023
Mali,1438.01,20-07-2023
Costa de Marfil,1433.38,20-07-2023
República de Irlanda,1426.26,20-07-2023
Arabia Saudí,1421.46,20-07-2023
Finlandia,1419.47,20-07-2023
Burkina Faso,1419.18,20-07-2023
Venezuela,1417.23,20-07-2023
Jamaica,1409.73,20-07-2023
Qatar,1395.57,20-07-2023
Ghana,1391.13,20-07-2023
Eslovenia,1391.04,20-07-2023
Bosnia y Herzegovina,1381.1,20-07-2023
Sudáfrica,1368.25,20-07-2023
Irlanda del Norte,1361.17,20-07-2023
Albania,1357.39,20-07-2023
Cabo Verde,1354.65,20-07-2023
Islandia,1352.98,20-07-2023
Macedonia del Norte,1350.53,20-07-2023
RD del Congo,1350.11,20-07-2023
Irak,1345.21,20-07-2023
Montenegro,1343.45,20-07-2023
Emiratos Árabes Unidos,1336.28,20-07-2023
Omán,1332.45,20-07-2023
Uzbekistán,1327.58,20-07-2023
El Salvador,1325.47,20-07-2023
Israel,1323.81,20-07-2023
Bulgaria,1315.48,20-07-2023
Georgia,1312.8,20-07-2023
Honduras,1309.23,20-07-2023
RP China,1304.78,20-07-2023
Guinea,1296.75,20-07-2023
Jordania,1296.26,20-07-2023
Bolivia,1295.09,20-07-2023
Zambia,1293.77,20-07-2023
Gabón,1285.25,20-07-2023
Bahréin,1282.05,20-07-2023
Haití,1272.64,20-07-2023
Curazao,1267.87,20-07-2023
Luxemburgo,1262.72,20-07-2023
Armenia,1252.6,20-07-2023
Guinea Ecuatorial,1251.83,20-07-2023
Uganda,1250.32,20-07-2023
Benín,1248.13,20-07-2023
Siria,1241.62,20-07-2023
Vietnam,1238.23,20-07-2023
Palestina,1233.02,20-07-2023
República Kirguisa,1224.8,20-07-2023
Bielorrusia,1212.28,20-07-2023
India,1208.69,20-07-2023
Líbano,1205.77,20-07-2023
Mauritania,1205.18,20-07-2023
Trinidad y Tobago,1199.74,20-07-2023
Nueva Zelanda,1199.04,20-07-2023
Kazajstán,1198.24,20-07-2023
Kenia,1191.07,20-07-2023
Congo,1190.63,20-07-2023
Guatemala,1186.71,20-07-2023
Madagascar,1186.09,20-07-2023
Kosovo,1179.69,20-07-2023
Tayikistán,1179.54,20-07-2023
Estonia,1179.3,20-07-2023
Guinea-Bissáu,1178.93,20-07-2023
Tailandia,1174.37,20-07-2023
Namibia,1172.41,20-07-2023
RDP de Corea,1169.96,20-07-2023
Angola,1169.07,20-07-2023
Mozambique,1164.25,20-07-2023
Chipre,1163.73,20-07-2023
Gambia,1159.82,20-07-2023
Sierra Leona,1156.11,20-07-2023
Azerbaiyán,1143.22,20-07-2023
Togo,1140.88,20-07-2023
Malaui,1140.65,20-07-2023
Tanzania,1138.79,20-07-2023
Zimbabue,1138.56,20-07-2023
República Centroafricana,1133.5,20-07-2023
Libia,1130.75,20-07-2023
Níger,1129.67,20-07-2023
Islas Feroe,1126.3,20-07-2023
Comoras,1119.99,20-07-2023
Sudán,1116.21,20-07-2023
Antigua y Barbuda,1107.51,20-07-2023
Islas Salomón,1097.61,20-07-2023
Letonia,1096.19,20-07-2023
Filipinas,1095.66,20-07-2023
Malasia,1091.57,20-07-2023
Kuwait,1090.42,20-07-2023
Turkmenistán,1089.77,20-07-2023
Ruanda,1089.46,20-07-2023
Burundi,1085.06,20-07-2023
Nicaragua,1076.11,20-07-2023
Etiopía,1074.47,20-07-2023
Surinam,1073.57,20-07-2023
Lituania,1069.97,20-07-2023
San Cristóbal y Nieves,1066.81,20-07-2023
Esuatini,1058.19,20-07-2023
Botsuana,1054.31,20-07-2023
Liberia,1049.94,20-07-2023
"Hong Kong, China",1049.74,20-07-2023
Indonesia,1047.46,20-07-2023
Lesoto,1038.68,20-07-2023
República Dominicana,1036.74,20-07-2023
Chinese Taipei,1028.18,20-07-2023
Andorra,1022.3,20-07-2023
Maldivas,1021.85,20-07-2023
Yemen,1020.37,20-07-2023
Afganistán,1020.32,20-07-2023
Singapur,1014.78,20-07-2023
Papúa Nueva Guinea,1003.28,20-07-2023
Myanmar,1000.26,20-07-2023
Nueva Caledonia,995.58,20-07-2023
Tahití,995.11,20-07-2023
Puerto Rico,993.8,20-07-2023
Moldavia,990.73,20-07-2023
Vanuatu,986.44,20-07-2023
Barbados,984.05,20-07-2023
Sudán del Sur,983.35,20-07-2023
Guyana,981.69,20-07-2023
Fiyi,980.48,20-07-2023
Santa Lucía,978.91,20-07-2023
Malta,972.86,20-07-2023
Cuba,968.29,20-07-2023
Bermudas,966.27,20-07-2023
Granada,960.77,20-07-2023
Nepal,958.05,20-07-2023
Camboya,942.97,20-07-2023
Belice,939.96,20-07-2023
San Vicente y las Granadinas,938.28,20-07-2023
Montserrat,938.02,20-07-2023
Mauricio,936.09,20-07-2023
Chad,930.22,20-07-2023
Macao,913.68,20-07-2023
Mongolia,908.71,20-07-2023
Dominica,904.88,20-07-2023
Bután,900.65,20-07-2023
Santo Tomé y Príncipe,900.07,20-07-2023
Laos,899.58,20-07-2023
Islas Cook,899.33,20-07-2023
Bangladesh,892.44,20-07-2023
Brunéi Darussalam,891.12,20-07-2023
Yibuti,889.2,20-07-2023
Timor Oriental,860.45,20-07-2023
Islas Caimán,859.83,20-07-2023
Seychelles,856.71,20-07-2023
Eritrea,855.56,20-07-2023
Somalia,854.72,20-07-2023
Bahamas,852.87,20-07-2023
Gibraltar,851.64,20-07-2023
Aruba,850.88,20-07-2023
Liechtenstein,848.82,20-07-2023
Pakistán,847.67,20-07-2023
Turcas y Caicos,839.39,20-07-2023
Guam,838.33,20-07-2023
Sri Lanka,825.25,20-07-2023
Islas Vírgenes Estadounidenses,816.59,20-07-2023
Islas Vírgenes Británicas,804.11,20-07-2023
Anguila,785.69,20-07-2023
San Marino,753.11,20-07-2023
Argentina,1843.73,29-06-2023
Francia,1843.54,29-06-2023
Brasil,1828.27,29-06-2023
Inglaterra,1797.39,29-06-2023
Bélgica,1788.55,29-06-2023
Croacia,1742.55,29-06-2023
Países Bajos,1731.23,29-06-2023
Italia,1726.58,29-06-2023
Portugal,1718.25,29-06-2023
España,1703.45,29-06-2023
EEUU,1673.34,29-06-2023
Suiza,1661.12,29-06-2023
Marruecos,1655.5,29-06-2023
México,1639.19,29-06-2023
Alemania,1636.32,29-06-2023
Uruguay,1633.13,29-06-2023
Colombia,1624.91,29-06-2023
Senegal,1612.61,29-06-2023
Dinamarca,1597.37,29-06-2023
Japón,1595.96,29-06-2023
Perú,1561.2,29-06-2023
RI de Irán,1556.59,29-06-2023
Suecia,1547.11,29-06-2023
Ucrania,1541.25,29-06-2023
Serbia,1539.03,29-06-2023
Polonia,1536.99,29-06-2023
Australia,1530.45,29-06-2023
República de Corea,1529.3,29-06-2023
Austria,1528.06,29-06-2023
Escocia,1520.24,29-06-2023
Túnez,1516.66,29-06-2023
Chile,1511.31,29-06-2023
